0.19,-0.01,1.01,-1.04,14.95,-0.55
0.32,-0.05,0.98,-1.04,13.55,-4.03
0.42,-0.16,0.99,-1.59,8.48,-2.14
0.29,-0.11,0.95,-2.26,0.55,5.43
0.24,-0.11,0.95,-1.83,1.4,-0.49
0.31,-0.1,0.91,-2.01,0.73,1.95
0.38,-0.12,0.98,-1.53,-4.03,1.22
0.2,-0.16,0.99,-2.44,-21.12,11.47
0.09,-0.11,1.09,-1.71,-27.59,5.8
-0.07,-0.15,0.86,-2.32,-26.06,1.16
-0.12,-0.04,0.99,-0.06,-16.3,-2.81
0.14,-0.03,1.03,-2.32,-19.71,14.83
-0.08,0.05,1.08,-0.37,-12.82,-7.26
-0.14,-0.16,0.91,-1.77,-3.6,-9.4
0.06,-0.11,0.97,0,1.16,-16.24
0.21,-0.1,1.09,0.12,-2.69,-29.05
-0.18,0.2,1.43,-0.37,-1.04,-27.59
0.03,-0.11,1.09,0.55,4.15,-24.11
0.07,-0.15,1.02,-1.46,1.04,-19.35
-0.04,0.04,1.07,0.98,0.24,-17.82
-0.06,-0.06,0.89,-1.22,-2.08,-4.82
-0.07,-0.14,1.07,0.37,-4.27,-3.23
-0.13,0.01,1.07,-0.79,-2.44,-0.73
-0.13,-0.06,1.01,-2.08,15.5,-0.43
-0.04,-0.01,0.97,-2.69,0.67,1.83
-0.05,-0.12,1.01,-2.08,-1.34,3.72
-0.04,-0.07,1.06,-1.89,-3.85,3.85
-0.13,0.01,0.99,-0.67,-5.31,-1.83
-0.1,-0.13,1.03,0.37,-4.15,-3.78
-0.08,-0.07,0.98,0.12,-4.21,-5.31
-0.11,-0.02,1.04,-0.61,-3.66,-9.03
-0.13,-0.1,1.11,1.83,-2.87,-12.63
-0.14,-0.02,1,3.11,-1.46,-17.46
-0.19,-0.07,1.02,2.93,-0.31,-20.39
0.03,0.03,0.92,0.85,2.32,-26.37
0.05,-0.08,0.83,2.2,1.53,-24.29
-0.07,-0.08,1.09,1.95,0.37,-23.32
-0.03,0.05,0.92,2.08,0.61,-23.99
-0.22,-0.52,0.95,10.19,0.18,-22.03
-0.02,0.01,1.03,9.95,1.28,-27.71
0.06,-0.06,0.96,8.91,3.97,-30.76
0.02,-0.1,1,3.72,4.27,-27.22
-0.15,-0.07,0.8,2.93,3.36,-21.73
0.07,0.03,0.61,2.81,5.19,-21.67
0.01,-0.11,1.01,1.83,3.3,-20.08
-0.05,-0.05,1,0.92,2.01,-14.95
-0.1,0,1.13,-1.65,0.73,-7.81
-0.11,-0.1,1,0.67,0.55,-4.94
-0.09,-0.08,0.97,-4.58,-1.28,-5.68
-0.08,-0.07,0.87,-0.92,-0.67,-7.51
-0.09,-0.06,0.99,1.95,0.79,-11.66
-0.01,-0.02,1.19,-1.34,3.05,-12.94
-0.05,-0.15,0.96,2.5,5.68,-17.27
-0.09,0.14,0.94,1.16,6.53,-12.33
-0.12,0.02,1.07,-0.79,9.34,-12.39
0.09,-0.1,0.99,-1.34,9.64,-8.48
0,-0.04,0.97,-1.34,8.36,-5.43
0,-0.04,0.88,-2.62,4.27,-0.31
-0.02,-0.23,0.94,6.16,0,3.42
-0.08,-0.08,0.99,-2.14,-4.76,8
-0.12,-0.2,0.95,-2.26,-3.97,2.32
-0.2,0.05,1.19,-1.22,-2.87,-3.23
0,0.07,1.04,-6.23,-0.55,-8.36
-0.02,0.01,1.07,-4.82,-0.85,-11.78
-0.02,-0.1,1.14,0.49,-0.67,-7.93
-0.1,0,1.02,-1.59,0.61,-6.47
-0.11,0.23,0.98,-4.94,0.18,-3.78
-0.02,-0.17,1.09,0.31,1.34,-3.11
-0.08,0,1.03,0.06,2.56,-5.13
-0.1,0.08,0.91,-4.27,5,-7.45
-0.09,0.01,1.09,-0.73,7.81,-3.72
-0.1,-0.06,1.06,-3.48,7.69,-2.14
-0.04,-0.11,0.97,0.18,6.96,0.55
-0.11,-0.13,0.94,2.14,5.43,2.01
0.01,-0.12,1.11,-2.5,0.67,5.31
-0.1,-0.01,1.01,-5.07,-1.46,6.77
-0.15,-0.14,1.08,0,-1.77,3.72
-0.02,-0.03,0.97,-1.71,0.43,-2.93
-0.02,-0.1,0.85,4.15,2.2,-4.52
-0.07,-0.1,1.12,-1.1,3.36,-2.81
-0.01,-0.04,1.1,-2.69,4.27,-2.99
-0.15,-0.12,1.24,-0.06,2.56,5.49
-0.03,-0.11,0.92,5.8,-1.04,8.79
-0.13,-0.04,0.9,-4.46,-1.4,5.37
-0.06,-0.22,1.05,2.5,-1.65,2.75
-0.08,-0.16,0.97,4.88,-1.65,2.69
-0.04,0.04,0.92,-0.43,-1.22,0.85
-0.14,0.14,1.06,-4.82,1.1,-1.95
-0.15,-0.02,1.31,-2.99,4.94,-7.51
-0.03,0,1,0.24,8.85,-11.23
-0.01,-0.06,1.17,1.59,9.16,-5.55
-0.04,-0.07,0.99,3.05,7.08,0.49
-0.07,0.1,1.24,-4.7,7.69,0.06
-0.01,0.06,0.95,-3.05,8.61,2.87
-0.02,0.11,1.01,-3.23,6.1,10.62
-0.04,0.26,1.16,-5.07,6.9,11.72
-0.01,-0.02,1.02,4.21,5.68,17.88
-0.01,0.02,1.18,0.06,3.97,17.94
-0.02,0.12,1.05,-4.64,6.04,22.16
-0.01,-0.24,1.38,-0.79,6.29,26.43
-0.12,-0.08,1.17,1.1,5.49,27.95
-0.11,0.01,1.09,-2.5,4.39,31.49
-0.08,-0.02,0.69,0,5.92,32.23
-0.16,-0.03,0.85,-0.12,7.69,30.27
-0.05,-0.2,0.88,1.1,8.18,40.41
-0.02,0.1,1.17,-0.31,4.82,45.72
-0.06,0.14,1.01,-4.7,1.71,45.59
-0.09,-0.05,1.01,-1.59,0.55,44.07
-0.08,-0.03,1,0.98,-0.73,39.49
-0.11,0,1.1,3.36,-1.59,39.06
-0.04,0.09,0.99,0,-2.08,39.18
-0.07,-0.11,1.07,2.01,-5.31,38.51
-0.14,-0.19,1.16,-2.38,-5.92,35.52
-0.03,2.8,1.19,-22.4,-6.16,19.9
-0.28,-0.18,0.86,17.27,-2.5,20.14
0.05,0,1.02,10.99,-0.98,-0.49
-0.09,-0.24,0.82,12.63,4.46,-1.65
-0.04,-1.09,4,14.65,9.95,2.56
0.09,-0.19,1.02,-5.55,5.55,8.54
-0.04,-0.22,1.01,-0.24,2.14,13.18
0,-0.13,1.12,0.18,1.59,22.83
0,0.05,1.09,-3.78,-0.85,25.27
-0.07,-0.05,1.11,-0.92,0.49,22.46
-0.1,-0.04,0.96,-1.04,1.16,17.82
-0.11,-0.04,1.01,-1.95,7.69,8.36
-0.02,-0.14,1.02,-1.83,13,6.71
-0.02,-0.09,1.14,-3.66,14.22,15.75
0.02,-0.04,1.03,-3.66,12.33,23.74
-0.08,-0.01,0.98,-2.56,9.46,31.31
-0.04,-0.04,0.88,0.98,8.3,37.72
-0.04,-0.06,1,5.55,5.74,41.99
-0.07,-0.01,0.99,3.97,4.52,40.77
-0.07,-0.07,1.06,5.8,3.72,39.61
-0.03,-0.08,1.06,5,4.09,36.07
-0.09,-0.08,1.03,5.31,1.89,39.43
-0.1,-0.12,1,4.27,-1.1,40.1
-0.09,-0.12,1.02,5.43,-3.23,37.54
-0.11,0.03,1.03,4.39,-5.86,37.66
-0.02,-0.02,1.04,3.05,-9.64,34.97
-0.19,-0.01,1.07,2.38,-14.1,30.46
-0.15,-0.01,1.06,0.06,-9.95,23.44
-0.14,-0.14,0.94,-0.67,-8,18.55
-0.07,-0.01,1.06,-0.18,-9.16,17.15
-0.14,-0.11,0.85,-0.67,-9.64,14.89
-0.09,-0.04,0.98,-1.77,-9.34,9.03
-0.17,0,1.02,-1.59,-4.46,2.26
-0.07,-0.07,1.03,-0.61,-3.17,-3.48
-0.07,0.1,1.12,2.01,-0.73,-6.53
0.04,-0.08,0.98,1.53,2.69,-13.49
-0.12,-0.35,1.09,1.77,6.47,-10.01
-0.13,-0.17,1.34,-6.35,6.35,-2.38
-0.06,-0.06,1.05,-3.17,4.58,1.28
-0.05,-0.04,0.84,0.49,2.2,5.49
-0.09,-0.06,1,4.27,-2.38,11.35
-0.1,-0.01,1.07,-2.62,-5.07,8.79
-0.08,-0.03,0.92,-2.93,-5.8,6.35
-0.1,-0.09,1.07,-1.34,-6.41,4.52
-0.14,-0.07,1.01,-0.55,-6.1,0
-0.05,-0.08,1.03,-1.65,-4.94,-3.85
-0.18,0.05,0.94,-0.61,-0.06,-8.24
-0.08,0.08,0.99,0.73,5.07,-14.22
0,-0.11,0.97,1.71,9.58,-18.25
0.1,-0.04,1.03,-0.73,9.09,-14.95
-0.04,-0.04,0.98,-0.73,6.16,-7.14
-0.01,-0.15,1,-0.49,5.62,-3.6
-0.02,0.03,0.97,-2.26,1.89,4.7
-0.05,-0.08,1.14,-1.28,-1.77,5.62
-0.04,-0.11,0.97,-0.67,-3.78,2.56
-0.08,0.06,0.94,-3.23,-5.25,2.69
-0.12,-0.05,0.98,1.16,-5,-0.98
-0.13,-0.02,1.05,-1.46,-2.93,-3.66
