0.68,0.26,0.71,-0.24,-3.17,-2.99
0.61,0.21,0.72,0.79,-0.37,-3.6
0.64,0.17,0.63,2.14,8,-4.15
0.6,0.22,0.92,0.85,15.81,-6.29
0.29,0.19,0.94,-1.59,2.14,-3.91
0.77,0.21,0.61,4.58,1.4,-5
0.8,0.11,0.64,-1.95,2.56,-6.59
0.58,0.22,0.81,-0.12,3.42,-4.58
0.82,0.16,0.57,3.6,1.16,-8.36
0.76,0.01,0.58,4.39,0.98,-6.04
0.41,0.22,0.82,-2.14,-3.91,-5.98
0.8,0,0.85,-2.81,2.69,-16.72
0.76,0.08,0.47,-10.68,4.09,-15.56
0.72,-0.02,0.88,-6.71,0.18,1.04
0.78,0.23,0.57,-3.85,2.99,-2.81
0.74,-0.02,0.81,0.43,0.98,-8.79
0.65,-0.06,0.79,2.08,-4.21,-0.18
0.7,0.04,0.64,2.2,0.79,-3.6
0.43,0.17,0.7,4.7,1.77,2.2
0.57,-0.11,0.65,0.67,1.34,-10.5
0.72,0.16,0.85,-8.67,0.18,-3.85
0.67,-0.01,0.8,-4.39,0.73,0.24
0.57,0.02,0.85,4.7,-1.28,-0.12
0.73,0.05,0.69,15.81,-3.66,10.74
0.67,0.07,0.91,11.66,-0.24,-1.22
0.91,0.22,0.59,1.89,4.7,-2.01
0.73,-0.05,0.67,-7.02,-1.65,-9.03
0.72,0.05,0.67,-10.5,-0.43,-7.39
0.63,0.05,1.11,-7.45,4.94,-5.07
0.87,0.11,0.44,-9.52,1.77,-9.52
0.91,-0.03,0.58,-19.71,10.62,-15.56
0.65,-0.12,0.83,-13.79,-2.38,-8
0.92,0.01,0.36,-10.93,1.22,-2.44
0.76,-0.05,0.42,-7.26,13.06,-2.69
0.53,-0.05,0.84,0.18,2.26,-0.06
0.57,-0.01,0.88,0.49,-1.4,8.12
0.62,0.1,0.69,0.98,-3.54,1.22
0.57,0.06,0.56,-0.37,3.05,-2.5
0.65,0.02,0.51,0.43,0,5.13
0.58,-0.14,1.47,3.05,1.34,-7.39
0.79,-0.08,-0.07,-3.72,-1.89,0.67
0.07,0.11,1.18,-5.25,3.78,-3.97
0.75,0.03,0.49,-9.28,-5.25,-3.66
0.65,-0.07,0.78,-2.81,0.85,-2.44
0.58,0.09,0.69,1.1,0.24,3.91
0.76,0.05,0.16,-1.16,17.82,-6.59
0.81,-0.04,1.1,-6.65,0.18,-7.32
0.83,0.01,0.63,-14.65,4.03,-5.19
0.87,0.15,1.45,-11.66,-7.69,-7.45
0.86,-0.08,0.82,-5.74,-0.18,3.23
0.4,0.01,0.8,-1.95,-0.43,0
0.38,0.13,1.09,1.22,-4.27,4.64
0.66,0,0.56,4.39,-3.42,7.2
0.97,0.17,1.51,1.28,-5.8,7.2
1.01,-0.02,0,-8,12.88,6.1
0.57,0.16,1.76,-7.26,-5.37,-1.53
0.49,-0.07,0.85,1.77,-3.05,20.32
0.8,0.05,0.46,6.71,-2.5,10.38
0.53,-0.37,0.74,15.87,-0.24,26.06
0.62,0.12,0.49,21.85,1.89,18.92
0.47,-0.49,1.33,31.37,5.86,36.01
0.56,0.06,0.57,20.14,-5.43,18.92
0.51,0.1,0.63,14.59,-7.32,19.41
0.91,-0.35,1.15,28.38,19.53,14.77
0.8,0.19,0.45,22.64,8.18,21
0.37,0.01,0.93,21.42,12.02,7.39
0.52,0.11,0.96,5.55,4.88,0.43
0.91,0.19,0.52,-0.79,12.21,1.77
0.5,-0.12,1.08,0.24,1.34,5.37
0.44,0.14,0.97,3.23,-5.68,1.65
0.93,-0.07,0.72,1.95,2.26,3.72
1.08,-0.2,0.72,0.73,17.27,19.84
0.61,0.18,0.32,4.03,1.59,10.13
0.58,-0.08,1.12,12.45,-0.67,7.08
0.58,0.02,0.49,5.49,-0.85,13.12
0.61,0.28,0.78,12.27,9.52,8.36
0.62,0.14,1.15,0.55,-0.43,9.7
0.65,0.06,0.72,-1.1,-3.97,0
0.78,-0.35,0.97,-6.04,2.62,5.55
0.61,0.4,0.94,13.24,0.37,17.15
0.74,0.07,0.63,18.31,2.81,8.42
1.23,0.04,1.19,26.73,4.09,8.12
0.64,0,0.92,20.94,-3.72,2.01
0.98,0.16,0.63,13.43,2.62,-2.2
0.93,-0.13,0.56,15.75,-1.46,-6.23
0.55,0.1,0.64,4.58,2.2,-5.8
0.94,0.26,0.7,-12.27,5.98,-17.46
0.9,0.15,1.26,-15.63,-18.13,-14.95
0.77,-0.52,0.99,-20.45,1.65,-4.21
0.6,-0.02,0.53,-16.54,-0.92,-12.08
0.15,-0.1,1.38,-21.79,-0.92,-8.85
0.61,0.02,0.73,-11.11,0.37,-7.32
0.79,-0.06,0.63,-5.49,5.68,-11.05
0.66,-0.15,0.62,-21.67,-3.54,-1.34
0.56,0.26,0.5,-8.24,-3.42,-1.83
0.73,0.03,0.96,-2.87,1.4,-1.22
0.65,-0.04,0.66,-5.98,-6.65,0.24
0.47,0.12,0.89,-5.13,-9.4,1.65
0.73,0.14,0.99,1.4,-3.91,-4.03
0.76,-0.08,0.31,7.51,-1.28,-7.93
0.32,0,0.29,-2.75,-13.31,-3.91
1.5,-0.02,-0.34,2.56,6.84,-10.5
0.76,-0.03,0.91,0.43,13.98,-8.67
0.4,0.22,0.52,-3.23,2.99,-9.89
0.54,0,0.62,-9.28,8.79,-23.25
0.64,0.02,0.89,-17.09,8.36,-16.66
0.57,0.14,0.41,-17.46,12.39,-24.35
-0.07,0.1,-0.28,-50.48,62.13,-19.96
-0.41,-0.37,0.54,-24.48,-2.32,-20.08
0.73,0.18,0.92,-8.12,-3.17,-10.19
0.65,0.03,0.55,-11.9,-0.37,-18.19
0.83,0.23,0.64,-18.55,3.72,-17.7
0.33,-0.26,0.78,-13.06,4.76,-18.86
0.87,0.13,0.71,-15.44,0.79,-15.08
0.74,0.03,0.69,-21.67,1.77,-17.4
0.61,-0.18,0.66,-14.71,1.34,-14.16
0.79,0.03,0.87,-7.69,-2.38,-10.07
0.78,-0.02,0.7,-9.22,0.37,-10.68
0.69,0.02,0.64,-8.91,0.85,-11.96
0.7,0.06,0.52,-10.07,-0.06,-13.18
0.62,-0.09,0.71,-10.31,1.77,-12.39
0.74,0.02,0.9,-22.09,2.08,-17.58
0.64,0.1,0.8,-22.28,2.5,-17.82
0.63,0.16,0.67,-21.18,0.12,-17.33
0.6,0.01,0.42,-13.85,-3.72,-9.52
0.71,0.13,0.74,-9.22,-2.2,-11.23
0.71,0.12,0.62,-14.22,-4.09,-16.3
0.72,0.08,0.64,-15.56,-2.87,-18.31
0.63,-0.05,0.85,-18.49,-0.31,-18.74
0.63,0.07,0.69,-20.39,0.31,-15.87
0.54,0.16,0.82,-19.29,-0.73,-16.97
0.41,-0.03,0.64,-18.74,4.09,-13
0.83,0.25,0.56,-19.53,0.55,-12.94
0.69,-0.09,0.94,-13,0.79,-6.1
0.71,-0.05,0.88,-8.97,0.73,-1.71
0.63,0.07,0.75,-9.83,1.65,-1.53
0.78,-0.02,0.83,-7.39,0.98,3.17
0.6,0.04,0.64,0.18,2.32,3.97
0.73,0.01,0.58,-0.37,-3.05,9.58
0.71,0.06,1.02,1.1,-1.95,-1.16
0.73,0.05,0.6,2.99,2.99,1.77
0.62,0.03,0.84,-5.13,-1.53,-2.87
0.74,0,0.69,-7.45,2.69,-2.62
0.76,-0.03,0.78,-2.75,2.99,3.54
0.62,0.01,0.75,5.92,1.22,6.71
0.76,-0.11,0.64,8.79,1.65,8.54
0.53,0.07,0.79,4.15,1.04,1.71
0.68,0.03,0.74,0.55,-0.49,3.17
0.57,0.05,0.65,-2.69,4.76,-0.06
0.59,0.07,0.78,-3.23,2.08,1.71
0.35,-0.08,0.72,-8.67,1.65,-0.55
0.83,0.07,0.71,-5.31,-0.61,1.1
0.57,0.03,0.74,-1.59,7.14,5.37
0.8,0.06,0.69,-0.43,4.76,4.52
0.79,0.13,1.01,3.05,1.46,5.07
0.72,0.15,0.77,4.58,6.04,9.52
0.64,0.13,0.85,-0.49,-0.12,-0.67
0.59,0,0.66,-0.67,4.52,1.46
0.76,0,0.74,3.6,3.36,6.77
0.64,0.04,0.65,8.06,3.42,7.63
0.75,-0.05,0.66,8,3.91,8.73
0.77,-0.08,0.76,8.79,1.71,10.19
0.67,-0.11,0.57,14.22,2.75,16.78
0.69,0.06,0.61,14.04,3.11,16.85
0.54,0.03,0.52,13.37,1.71,15.75
0.66,-0.28,0.72,14.1,-3.85,18.49
0.63,0.12,0.79,12.94,-0.98,16.11
0.71,0.12,0.75,6.41,-4.33,7.26
0.57,0.13,0.78,-0.49,-3.78,1.34
0.62,0.02,0.71,-0.12,0.24,4.33
0.74,0.02,0.7,5.55,6.59,6.59
0.61,0.01,0.67,3.66,-0.85,8.48
0.73,0.05,0.75,5.8,0.92,6.29
0.58,0.08,0.48,4.27,2.14,5.86
0.73,0.07,0.64,4.58,3.05,2.01
0.81,0.06,0.95,4.58,-0.24,4.15
0.64,0.04,0.62,3.78,2.26,3.17
0.66,0,0.71,1.77,0.12,5.74
0.68,-0.02,0.71,4.94,-1.53,8.06
0.51,-0.09,0.6,8.3,-3.23,13.49
0.63,-0.11,0.64,9.77,-3.42,15.75
0.64,-0.05,0.54,6.77,1.59,13.06
0.66,-0.01,0.68,7.45,2.87,11.41
0.69,0.16,0.86,8.36,2.5,6.35
0.6,-0.06,0.88,6.23,0.67,6.47
0.72,0.09,0.71,4.58,1.83,1.71
0.69,0.08,0.6,0.79,-1.04,-0.24
0.18,0.17,0.18,2.93,-2.62,-0.18
1.27,0.14,1.3,2.26,28.87,-1.22
0.29,0.1,0.47,-2.38,10.62,0.24
0.57,0.06,0.05,-0.43,17.82,0.24
0.92,-0.09,2.01,3.97,-12.08,4.21
0.89,-0.17,0.41,2.26,-2.26,8.79
0.55,0,0.57,4.15,3.78,9.09
0.78,-0.06,0.79,5.07,3.97,9.22
0.6,0.11,0.93,0.37,-0.92,3.48
0.72,-0.03,0.5,-6.29,1.34,5.07
0.69,0,0.87,-2.69,0.37,4.76
0.62,-0.01,0.54,-2.75,3.17,8.91
0.74,0.04,0.72,-0.31,-0.92,11.6
0.68,-0.12,0.8,5.55,-1.53,16.24
0.58,-0.03,0.67,12.51,0.73,16.66
0.65,-0.01,0.71,22.58,5.86,17.15
0.64,0.26,0.7,21.91,2.81,3.3
0.75,0.13,0.73,6.77,4.39,-3.17
0.61,-0.06,0.69,4.03,2.01,-0.37
0.7,0.15,0.88,-3.97,-9.83,1.89
0.56,0.07,0.9,-6.16,-14.22,-3.05
0.3,0.1,0.61,-10.25,-17.94,0.43
0.54,0.05,0.61,-1.4,16.36,2.01
0.69,0.15,0.85,0.61,8.91,5.37
0.8,0.2,0.73,-5.31,4.94,1.34
0.75,-0.08,0.66,-9.77,8.73,5.37
0.56,-0.03,0.81,5.92,2.26,13.55
0.75,0,0.75,22.64,9.58,19.59
0.78,0.02,0.74,22.89,5.37,10.38
0.64,-0.04,0.68,17.46,4.82,6.04
0.66,0.04,0.82,15.87,1.71,5.25
0.68,0.15,0.83,5.68,-0.18,-2.32
0.58,0.08,0.65,-5.62,0.12,-7.57
0.63,0.05,0.8,-6.16,3.54,-2.81
0.68,-0.09,0.78,-7.69,-0.24,0.61
0.64,0.14,0.62,-2.5,-0.18,-0.31
0.56,0,0.66,-12.63,0.79,-4.76
0.64,0.02,0.8,-12.45,0.98,-0.49
0.74,0.09,0.84,2.08,2.99,9.58
0.8,0.09,0.86,14.47,1.95,11.96
0.65,-0.03,0.69,14.22,-0.18,5.8
0.65,-0.04,0.7,11.41,0.85,3.78
0.62,0.04,0.84,8.79,-0.18,2.08
0.59,0.05,0.56,1.65,1.34,-5.37
0.72,0.11,0.89,-6.77,2.08,-5.62
0.71,0.07,0.74,-6.04,6.84,-3.36
0.69,0.1,0.7,-11.47,-2.38,-0.92
0.76,0.08,0.8,-3.36,1.22,-0.61
0.6,0.05,0.69,-5.86,-3.72,-0.67
0.66,0,0.79,-5.49,-0.85,1.34
0.61,0.13,0.69,0.06,0.79,4.76
0.72,0.05,0.67,6.29,3.48,5.37
0.69,0.02,0.77,3.05,2.44,0.67
0.65,0.05,0.81,-1.1,-1.83,0.43
0.6,0.02,0.8,-5.13,2.08,-0.67
0.57,0.09,0.78,0.06,0.98,3.11
0.64,0.05,0.58,-4.94,0.92,1.22
0.61,0.17,0.76,-2.69,-1.16,1.16
0.69,0.01,0.71,-0.61,-0.43,3.17
0.64,0.05,0.81,1.34,1.1,5.49
0.68,0.06,0.74,2.26,0.49,2.01
0.68,-0.02,0.76,1.34,1.77,0.31
0.61,-0.05,0.6,2.2,2.08,4.09
0.69,0.13,0.8,1.04,1.04,2.5
0.69,0.15,0.83,0.31,2.2,3.05
0.52,0.07,0.71,2.93,1.53,3.66
0.62,0.07,0.75,0.31,1.83,3.17
0.66,0.16,0.82,-0.31,0.73,2.5
0.75,0.06,0.86,3.23,1.34,1.53
0.66,0.05,0.79,4.03,0.12,1.53
0.65,-0.05,0.7,6.29,1.65,-0.55
0.63,0.06,0.8,9.09,-1.95,-0.37
0.71,-0.06,0.69,8.61,1.46,-3.78
0.69,0.04,0.8,7.39,-1.4,-3.6
0.69,0.07,0.63,1.46,-0.37,-6.47
0.63,0.01,0.78,-8.3,-1.22,-8.24
0.55,0.06,0.59,-19.23,-1.59,-7.14
0.56,0.11,0.69,-17.21,3.05,-2.32
0.67,0.1,0.7,-12.39,1.4,2.69
0.56,0.07,0.66,-7.69,-1.34,6.59
0.71,0.12,0.73,1.1,0.31,4.64
0.64,0.02,0.59,0.61,0.31,1.59
0.6,0.02,0.89,2.75,-0.12,4.7
0.75,0.09,0.76,6.16,2.01,5
0.66,-0.13,0.6,7.08,-0.12,4.09
0.69,-0.04,0.63,5.86,4.46,2.81
0.52,0.12,0.81,5.43,-0.31,-0.24
0.73,0.08,0.73,6.9,-1.89,-2.32
0.73,0.05,0.88,-5.86,-0.24,-3.85
0.69,0.12,0.65,-14.77,0.06,-6.65
0.76,0.09,0.71,-11.35,1.4,-3.91
0.59,0.11,0.71,-7.63,0.55,-0.49
0.61,0.03,0.67,-9.77,1.46,2.75
0.76,0.06,0.78,-7.69,1.53,6.16
0.66,0.04,0.61,-2.2,0.85,12.15
0.69,-0.01,0.71,2.32,3.6,15.75
0.52,-0.08,0.68,7.45,2.87,21.3
0.68,0.08,0.81,12.94,4.82,18.07
0.75,0.04,0.98,8.12,2.14,11.72
0.73,-0.01,0.91,2.38,-0.67,7.26
0.6,0.04,0.82,3.97,3.91,8.61
0.82,0.03,0.84,12.63,1.34,6.23
0.69,0.03,0.77,15.14,3.85,5.25
0.62,0.04,0.64,17.58,3.78,5
0.72,0.04,0.79,14.95,2.44,-0.12
0.69,-0.04,0.86,7.51,0.24,-1.95
0.57,-0.02,0.65,3.42,-1.95,0.61
0.66,0.12,0.72,1.34,-0.67,-0.12
0.56,-0.01,0.71,-2.08,-1.77,-3.36
0.67,0.09,0.78,-10.25,1.34,-2.56
0.81,0.13,0.67,-6.29,1.65,-1.77
0.67,0.06,0.7,-3.17,0.24,-1.59
0.69,0.06,0.79,-4.58,-0.12,-1.28
0.63,-0.06,0.8,-2.87,0.61,5.13
0.74,-0.04,0.78,-1.59,3.3,5.49
0.59,-0.01,0.68,-1.46,0.12,6.9
0.67,0.06,0.79,0.55,1.83,12.02
0.75,-0.02,0.74,9.89,4.09,13.67
0.64,0.15,0.85,14.28,3.11,10.31
0.77,0.13,0.78,11.23,1.71,1.22
0.69,0.09,0.63,7.57,-0.67,-0.67
0.64,0.07,0.77,4.46,-0.85,-6.23
0.64,0.12,0.76,-3.3,-0.67,-5.74
0.57,-0.01,0.71,-3.66,2.81,-4.7
0.68,0.18,0.81,-1.1,0.92,-2.69
0.58,0.06,0.54,-2.5,1.46,-2.5
0.63,-0.02,0.77,-5.92,0.49,-1.16
0.58,-0.01,0.7,-5.31,-1.89,2.44
0.54,-0.1,0.73,-4.03,0.73,2.99
0.64,0,0.81,0.73,0,4.52
0.7,0.24,0.68,3.3,2.69,-0.06
0.65,0.11,0.78,4.33,1.4,-2.01
0.73,0.15,0.83,0.06,2.87,-2.62
0.58,0.09,0.8,-0.67,1.1,-2.99
0.66,-0.08,0.68,-2.26,-1.22,-3.05
0.69,0.02,0.82,-1.59,-1.1,0.18
0.71,0.04,0.74,-4.64,0.55,1.46
0.61,0.06,0.77,-9.58,0.79,-0.92
0.54,0.02,0.65,-11.11,1.53,0.98
0.6,-0.09,0.68,-2.99,4.09,8.91
0.65,0,0.61,-3.54,0.24,9.58
0.66,0.11,0.8,1.83,2.26,8.54
0.59,-0.06,0.68,5.37,3.42,8.18
0.54,-0.02,0.72,11.72,2.14,8.24
0.69,-0.02,0.67,18.37,2.75,6.71
0.67,0.05,0.68,6.29,2.32,-1.77
0.79,0.03,0.9,-1.59,-0.43,1.34
0.66,-0.01,0.75,2.5,0.73,2.87
0.67,-0.01,0.74,3.85,2.2,2.87
0.72,0.07,0.76,4.27,2.44,0.67
0.59,0.17,0.72,-5.31,-2.56,-1.34
0.75,0.02,0.76,1.04,1.77,-3.85
0.67,-0.05,0.73,-2.56,1.28,-2.38
0.57,0.02,0.75,-0.43,-0.49,1.77
0.69,0.11,0.77,2.44,0.85,0.73
0.64,0,0.68,-0.43,1.65,2.32
0.66,0.12,0.77,-1.71,3.23,5.07
0.62,0.01,0.66,1.4,1.53,3.48
0.68,0.01,0.79,-1.77,2.08,2.2
0.69,0.09,0.67,-0.06,2.38,1.71
0.64,0.1,0.68,-2.99,-2.01,2.32
0.63,-0.09,0.7,4.46,0.98,-1.4
0.72,0.08,0.83,3.36,-0.18,-2.69
0.67,-0.09,0.82,5.13,0.61,0.06
0.65,0.16,0.72,5.74,0.49,-0.79
0.71,-0.06,0.72,3.6,0.43,-3.11
0.71,0.06,0.83,1.16,0.79,-2.5
0.66,0,0.74,0.43,-0.31,-3.6
0.63,0.27,0.77,-7.63,-0.31,-8.36
0.73,0.04,0.76,-14.47,2.56,-6.9
0.82,0.3,0.73,-12.02,1.22,-5.25
0.57,0.04,0.72,-5.07,0.49,-4.09
0.61,-0.01,0.66,-7.14,-0.24,-4.27
0.63,0.06,0.77,-7.57,0.73,-0.49
0.61,-0.07,0.72,-2.2,0.24,4.64
0.66,-0.06,0.76,-0.18,0.24,5.43
0.7,-0.15,0.75,-0.79,-0.06,5.25
0.59,-0.01,0.75,0.18,0.43,6.47
0.63,0,0.84,-1.89,0.73,4.82
0.76,0.05,0.86,3.42,2.01,3.72
0.67,0.11,0.8,2.2,-0.73,0.31
0.69,0.04,0.73,9.46,1.1,-2.87
0.65,0.11,0.74,1.16,-0.18,-6.41
0.63,0.03,0.73,-0.79,0.55,-4.52
0.72,0.05,0.73,-0.24,1.34,-4.03
0.67,-0.05,0.71,-2.2,1.04,-1.89
0.67,-0.06,0.67,-6.59,0.31,0.67
0.65,0.11,0.78,-6.35,2.08,-0.49
0.71,-0.07,0.7,-8.06,1.59,1.53
0.57,0.12,0.68,-4.82,2.32,2.56
0.82,0.13,0.75,-4.58,-0.24,0
0.59,0.16,0.92,-1.4,0.49,-0.37
0.66,0.11,0.84,-5.92,1.16,5.13
0.86,-0.11,0.72,1.4,4.09,2.01
0.44,0.06,0.76,7.39,0.12,7.26
0.74,-0.13,0.57,8.24,0.49,3.48
0.74,-0.03,0.76,7.02,1.1,4.7
0.72,0.04,0.85,4.03,-0.67,-2.75
0.64,0.18,0.68,-7.26,-0.12,-4.09
0.66,0.12,0.62,-8,0.85,-2.2
0.64,0.12,0.67,-7.63,1.59,0.37
0.65,0.12,0.76,-6.9,1.4,3.3
0.62,0.14,0.78,-4.7,2.87,4.58
0.6,-0.06,0.64,-0.61,0.61,6.16
0.7,0.01,0.65,1.71,2.5,9.22
0.74,-0.05,0.67,3.66,3.05,10.19
0.77,0.1,0.8,5.62,2.38,6.16
0.65,0.08,0.79,5.07,2.32,6.9
0.66,0.08,0.72,8.42,5.37,7.2
0.63,0.1,0.64,2.69,0.67,2.2
0.58,-0.01,0.63,7.39,1.46,3.78
0.62,0.07,0.71,7.75,1.59,0.92
0.58,0.19,0.81,2.99,-0.67,-1.28
0.75,-0.02,0.77,-4.7,0.18,-1.95
0.69,-0.07,0.63,-5.62,1.04,3.85
0.71,-0.04,0.77,-2.81,0.37,10.07
0.63,0.07,0.68,1.04,3.11,7.2
0.76,0.16,0.74,-1.28,2.08,5.92
0.71,0.1,0.74,-2.99,5.74,9.58
0.74,0.13,0.65,-10.68,0.12,9.03
0.67,-0.04,0.65,-1.65,2.93,11.66
0.73,-0.09,0.76,6.65,6.47,20.57
0.69,-0.03,0.8,11.96,6.9,18.55
0.6,-0.05,0.76,15.32,6.9,18.55
0.58,-0.06,0.74,21,5.62,22.89
0.64,-0.03,0.83,21.85,7.51,19.84
0.68,-0.01,0.81,16.05,5.8,10.01
0.57,0.1,0.68,8.48,3.36,6.96
0.59,-0.03,0.67,4.52,3.23,7.69
0.65,0.12,0.73,7.08,1.77,6.71
0.96,-0.02,0.79,6.16,4.46,7.63
0.72,0.04,0.78,4.46,2.62,11.84
0.74,-0.08,0.69,11.54,7.87,12.02
0.71,0.01,0.75,13.12,1.89,15.44
0.49,-0.02,0.6,11.23,0.31,12.57
0.52,-0.03,0.68,13,2.75,15.08
0.81,0.02,0.87,15.63,3.66,11.47
0.57,0.06,0.59,11.96,5.43,10.07
0.48,0.12,0.93,8.12,2.08,8.12
0.71,0.02,0.73,8.12,0.61,5.19
0.57,0,0.71,6.41,1.16,4.39
0.61,0.12,0.68,5.25,4.7,7.26
0.67,0.06,0.76,4.03,2.69,7.02
0.73,0.05,0.78,5.07,2.2,9.28
0.73,-0.08,0.82,11.47,5.13,15.26
0.78,-0.06,0.66,16.72,5.37,16.05
0.6,0.05,0.85,17.94,2.32,10.74
0.68,0.06,0.7,9.95,1.71,2.2
0.66,0.07,0.71,4.39,2.56,-0.73
0.73,0.03,0.69,5.37,1.65,-2.87
0.66,0.23,0.65,-1.95,0.24,-6.77
0.7,-0.01,0.63,-4.94,3.72,-1.95
0.53,-0.1,0.65,-0.49,0.49,5.74
0.58,0.06,0.6,2.93,1.89,6.23
0.64,-0.05,0.68,4.03,-1.59,9.46
0.7,0.09,0.8,3.11,-0.31,8.18
0.53,0.17,0.81,1.04,0.85,6.1
0.72,-0.06,0.88,-2.81,-1.71,3.72
0.62,0.08,0.74,-2.81,0.98,8.3
0.83,-0.01,0.86,0.37,-1.83,9.58
0.6,0.02,0.71,3.36,1.46,10.01
0.62,0.08,0.77,3.11,2.56,10.31
0.74,0,0.79,7.69,7.63,10.8
0.78,0.01,0.78,14.95,6.84,13.61
0.53,-0.04,0.79,14.95,3.48,13.98
0.59,-0.01,0.73,17.27,1.83,9.95
0.53,0.05,0.72,15.56,2.01,4.27
0.76,0.11,0.92,8,-0.67,-3.05
0.6,0.2,0.81,3.23,-0.67,-3.36
0.63,0.13,0.62,1.28,-0.85,-4.09
0.34,0.04,0.3,-2.44,2.01,-3.78
0.58,0.01,1.01,-6.71,-5.13,-2.38
0.52,0.05,0.43,-3.17,3.36,2.38
0.68,-0.13,0.9,4.46,-3.91,11.84
0.61,-0.07,0.65,5.13,0.98,7.87
0.63,-0.1,0.7,7.63,0.06,10.13
0.78,0.07,0.86,9.28,4.09,3.91
0.62,-0.04,0.76,2.38,0.85,-1.1
0.65,0.02,0.69,-1.46,4.09,-2.69
0.77,-0.01,0.77,-7.57,1.04,-0.06
0.58,0.06,0.62,1.1,0.24,-1.65
0.66,-0.04,0.69,-1.53,1.53,0.61
0.62,0.04,0.71,0.49,2.08,2.93
0.72,-0.08,0.69,2.26,1.89,3.66
0.72,-0.06,0.7,5.31,2.99,4.88
0.57,0,0.69,6.65,1.28,6.84
0.55,0.09,0.76,7.93,0.49,1.04
0.74,-0.08,0.74,0.61,0.12,-2.08
0.71,0.05,0.81,-0.12,2.01,-2.01
0.65,0.13,0.71,-5.13,-0.37,-2.32
0.7,0.12,0.8,2.08,-1.65,-3.85
0.62,-0.06,0.78,1.34,0.12,-3.42
0.71,-0.09,0.77,3.17,1.71,-1.95
0.66,-0.05,0.75,2.5,2.2,-3.66
0.65,-0.08,0.78,-0.79,0.92,-3.42
0.8,-0.05,0.62,-3.54,1.28,-0.31
0.7,0.17,0.63,-7.75,1.16,-4.82
0.62,0.03,0.71,-16.17,0.79,-4.27
0.65,0.07,0.71,-16.3,2.01,-2.75
0.87,0.16,0.78,-12.45,-0.49,2.56
0.76,0.02,0.79,-8.67,2.44,1.59
0.66,-0.05,0.57,-6.96,3.36,10.56
0.56,0,0.76,12.88,5.37,13.24
0.58,-0.04,0.63,17.58,1.77,15.93
0.84,0.13,0.61,12.94,2.75,6.77
0.6,0.03,0.78,10.99,-1.28,5.55
0.7,0.09,0.82,3.91,1.59,-0.12
0.65,0.15,0.87,-2.14,0.43,-7.02
0.75,0.07,0.56,-5.19,0.98,-5.31
0.69,-0.06,0.67,-1.65,0.37,-6.04
0.64,-0.03,0.76,0.98,2.99,1.59
0.51,-0.1,0.78,7.57,2.93,-0.18
0.89,0.01,0.63,5.19,2.87,-0.98
0.79,-0.13,0.59,2.81,-1.53,1.59
0.75,0.17,0.84,-3.23,0.12,-2.01
0.68,0.07,0.76,-9.83,1.71,-5.62
0.74,0.05,0.81,-9.22,8.12,-6.53
0.79,0.16,0.69,-12.08,-0.43,-4.03
0.72,0.02,0.81,-8.12,0,-2.14
0.66,0.01,0.66,-4.64,2.26,3.66
0.78,0.02,0.96,0.92,-0.31,7.32
0.52,-0.11,0.76,6.96,2.08,8.36
0.72,0.14,0.56,2.99,2.81,6.53
0.66,0.12,0.82,-2.38,-0.61,-1.22
0.58,0.03,0.81,-6.59,-2.32,0.73
0.71,0.01,0.58,0.43,2.2,1.77
0.72,0.18,0.86,4.76,-0.61,0.06
0.71,0.01,0.85,-4.46,-0.12,-3.97
0.44,0.02,0.69,-2.75,0.49,0.24
0.83,0,1.01,4.58,-1.95,3.3
0.63,0.06,0.62,3.23,2.32,3.78
0.64,0.02,0.63,-0.18,1.71,2.81
0.53,0.11,0.71,1.16,0.12,-0.31
0.62,-0.02,0.71,-4.27,-0.24,0.06
0.67,0.17,0.63,-9.09,-1.04,-2.44
0.75,-0.08,0.84,-1.16,2.69,-0.79
0.77,-0.04,0.73,-1.89,0.49,2.38
0.63,-0.01,0.77,1.28,1.83,2.75
0.79,-0.03,0.76,5.62,1.89,4.03
0.66,0.14,0.62,-0.92,0.79,2.75
0.58,0.03,0.85,1.53,-0.43,2.44
0.66,-0.03,0.74,0.79,7.39,5.74
0.63,-0.09,0.77,-0.43,0.24,3.72
0.79,-0.07,0.66,4.64,1.59,3.11
